gene_name,gene_id,num_codewords,num_probesets,full_name,location,cell_type,cellchat_pathway
PRKD3,ENSG00000115825,3,3,Serine/threonine-protein kinase D3,Cytoplasm,melanocyte;melanocyte of skin,
PRKDC,ENSG00000253729,3,3,DNA-dependent protein kinase catalytic subunit (DNA-PK catalytic subunit) (DNA-PKcs),Nucleus,fallopian tube secretory epithelial cell,
PRKN,ENSG00000185345,2,2,E3 ubiquitin-protein ligase parkin (Parkin),Cytoplasm,regular atrial cardiac myocyte;regular ventricular cardiac myocyte,
PRKRA,ENSG00000180228,3,3,"Interferon-inducible double-stranded RNA-dependent protein kinase activator A (PKR-associated protein X) (PKR-associating protein X) (Protein activator of the interferon-induced protein kinase) (Protein kinase, interferon-inducible double-stranded RNA-dependent activator)",Cytoplasm,,
PRL,ENSG00000172179,3,3,Prolactin (PRL),Secreted,enteric smooth muscle cell,PRL
PRLR,ENSG00000113494,3,3,Prolactin receptor (PRL-R),Membrane,choroid plexus epithelial cell;duct epithelial cell;luminal epithelial cell of mammary gland;kidney collecting duct intercalated cell;renal intercalated cell;renal alpha-intercalated cell;mammary gland epithelial cell;smooth muscle cell of sphincter of pupil;neuron;medium spiny neuron,GH;PRL
PRM1,ENSG00000175646,3,3,Sperm protamine P1 (Cysteine-rich protamine),Nucleus;Chromosome,,
PRMT1,ENSG00000126457,4,3,Protein arginine N-methyltransferase 1,Nucleus,"glioblast;Schwann cell precursor;myoepithelial cell;myoepithelial cell of mammary gland;activated CD4-positive, alpha-beta T cell",
PRMT5,ENSG00000100462,3,3,Protein arginine N-methyltransferase 5 (PRMT5),Cytoplasm,,
PRMT8,ENSG00000111218,3,3,Protein arginine N-methyltransferase 8,Cell membrane,,
PRMT9,ENSG00000164169,2,2,Protein arginine N-methyltransferase 9 (Protein arginine N-methyltransferase 10),Cytoplasm,"mononuclear phagocyte;decidual natural killer cell, human;group 2 innate lymphoid cell;group 3 innate lymphoid cell;early T lineage precursor",
PRNCR1,ENSG00000282961,3,3,,,,
PRNP,ENSG00000171867,2,2,Major prion protein (PrP) (ASCR) (PrP27-30) (PrP33-35C) (CD antigen CD230),Cell membrane,pancreatic D cell,ADGRG
PROC,ENSG00000115718,3,3,Vitamin K-dependent protein C,Secreted,,PROCR;PROC
PROCR,ENSG00000101000,3,3,Endothelial protein C receptor (Activated protein C receptor) (APC receptor) (Endothelial cell protein C receptor) (CD antigen CD201),Membrane,granulosa cell,PROCR;PROC
PRODH,ENSG00000100033,3,3,"Proline dehydrogenase 1, mitochondrial",Mitochondrion matrix,,
PROKR2,ENSG00000101292,3,3,Prokineticin receptor 2 (PK-R2) (G-protein coupled receptor 73-like 1) (G-protein coupled receptor I5E) (GPR73b) (GPRg2),Cell membrane,,PROK
PROM1,ENSG00000007062,3,3,Prominin-1 (Antigen AC133) (Prominin-like protein 1) (CD antigen CD133),Apical cell membrane,type EC enteroendocrine cell;enteroendocrine cell of small intestine;duodenum glandular cell;kidney loop of Henle thin descending limb epithelial cell;hematopoietic multipotent progenitor cell;neuronal receptor cell;photoreceptor cell;eye photoreceptor cell;retinal cone cell;retinal rod cell;tracheobronchial serous cell;serous cell of epithelium of trachea,
PROM2,ENSG00000155066,3,3,Prominin-2 (PROM-2) (Prominin-like protein 2) (hPROML2),Apical cell membrane,,
PROP1,ENSG00000175325,3,3,Homeobox protein prophet of Pit-1 (PROP-1) (Pituitary-specific homeodomain factor),Nucleus,,
PROS1,ENSG00000184500,3,3,Vitamin K-dependent protein S,Secreted,ependymal cell;choroid plexus epithelial cell;midzonal region hepatocyte,PROS
PROSER1,ENSG00000120685,3,3,Proline and serine-rich protein 1,,,
PROX1,ENSG00000117707,2,2,Prospero homeobox protein 1 (Homeobox prospero-like protein PROX1) (PROX-1),Nucleus,lung neuroendocrine cell;endothelial cell of lymphatic vessel;dermis microvascular lymphatic vessel endothelial cell;kidney loop of Henle medullary thick ascending limb epithelial cell;kidney loop of Henle thin ascending limb epithelial cell;lens fiber cell;secondary lens fiber;surface ectodermal cell;neuron;rod bipolar cell,
PRPF19,ENSG00000110107,3,3,Pre-mRNA-processing factor 19,Nucleus,,
PRPF3,ENSG00000117360,3,3,U4/U6 small nuclear ribonucleoprotein Prp3 (Pre-mRNA-splicing factor 3) (hPrp3) (U4/U6 snRNP 90 kDa protein),Nucleus,,
PRPF31,ENSG00000105618,3,3,U4/U6 small nuclear ribonucleoprotein Prp31 (Pre-mRNA-processing factor 31) (Serologically defined breast cancer antigen NY-BR-99) (U4/U6 snRNP 61 kDa protein) (Protein 61K) (hPrp31),Nucleus,,
PRPF8,ENSG00000174231,3,3,Pre-mRNA-processing-splicing factor 8 (220 kDa U5 snRNP-specific protein) (PRP8 homolog) (Splicing factor Prp8) (p220),Nucleus,,
PRPH,ENSG00000135406,3,3,Peripherin (Neurofilament 4),Cytoplasm,neuroendocrine cell;chromaffin cell;type L enteroendocrine cell;intestinal enteroendocrine cell;enteroendocrine cell of colon;vascular associated smooth muscle cell;enteric neuron;visceromotor neuron;peripheral nervous system neuron,
PRPH2,ENSG00000112619,2,2,Peripherin-2 (Retinal degeneration slow protein) (Tetraspanin-22) (Tspan-22),Membrane,neuronal receptor cell;photoreceptor cell;eye photoreceptor cell;retinal cone cell;retinal rod cell,
PRPS1,ENSG00000147224,3,3,Ribose-phosphate pyrophosphokinase 1,,,
PRPS2,ENSG00000101911,2,2,Ribose-phosphate pyrophosphokinase 2,,basal cell of prostate epithelium;decidual cell;double negative thymocyte,
PRPSAP1,ENSG00000161542,3,3,Phosphoribosyl pyrophosphate synthase-associated protein 1 (PRPP synthase-associated protein 1) (39 kDa phosphoribosypyrophosphate synthase-associated protein) (PAP39),,,
PRR11,ENSG00000068489,3,3,Proline-rich protein 11,Cytoplasm,,
PRR13,ENSG00000205352,3,2,Proline-rich protein 13 (Taxane-resistance protein),Nucleus,enterocyte of colon;enterocyte of epithelium proper of ileum;M cell of gut,
PRR14L,ENSG00000183530,2,2,Protein PRR14L (Proline rich 14-like protein),,,
PRRC2A,ENSG00000204469,4,3,Protein PRRC2A (HLA-B-associated transcript 2) (Large proline-rich protein BAT2) (Proline-rich and coiled-coil-containing protein 2A) (Protein G2),Cytoplasm,,
PRRG2,ENSG00000126460,3,3,Transmembrane gamma-carboxyglutamic acid protein 2 (Proline-rich gamma-carboxyglutamic acid protein 2) (Proline-rich Gla protein 2),Cell membrane,,
PRRT2,ENSG00000167371,3,3,Proline-rich transmembrane protein 2 (Dispanin subfamily B member 3) (DSPB3),Cell membrane,,
PRRX1,ENSG00000116132,2,2,Paired mesoderm homeobox protein 1 (Homeobox protein PHOX1) (Paired-related homeobox protein 1) (PRX-1),Nucleus,connective tissue cell;fibroblast;keratocyte;brown preadipocyte;pancreatic stellate cell;fibroblast of mammary gland;fibroblast of connective tissue of glandular part of prostate;fibroblast of breast;tendon cell;adventitial cell;fibro/adipogenic progenitor cell,
PRSS16,ENSG00000112812,3,3,Thymus-specific serine protease,Cytoplasmic vesicle,epithelial cell of thymus;cortical thymic epithelial cell;medullary thymic epithelial cell,
PRTN3,ENSG00000196415,3,3,Myeloblastin,Cytoplasmic granule,bone marrow cell;granulocyte monocyte progenitor cell;neutrophil;immature neutrophil;promonocyte;promyelocyte;myelocyte;hematopoietic precursor cell;myeloid lineage restricted progenitor cell;granulocytopoietic cell;common myeloid progenitor,
PRXL2A,ENSG00000122378,3,2,Peroxiredoxin-like 2A (Peroxiredoxin-like 2 activated in M-CSF stimulated monocytes) (Protein PAMM) (Redox-regulatory protein FAM213A),Cytoplasm,urothelial cell;bladder urothelial cell;granulosa cell;cerebral cortex endothelial cell;ovarian surface epithelial cell;erythroid lineage cell;white fat cell;bladder cell,
PSD,ENSG00000059915,3,3,PH and SEC7 domain-containing protein 1 (Exchange factor for ADP-ribosylation factor guanine nucleotide factor 6) (Exchange factor for ARF6) (Exchange factor for ARF6 A) (Pleckstrin homology and SEC7 domain-containing protein 1),Cell membrane,enteric smooth muscle cell,
PSD3,ENSG00000156011,2,2,PH and SEC7 domain-containing protein 3 (Epididymis tissue protein Li 20mP) (Exchange factor for ADP-ribosylation factor guanine nucleotide factor 6 D) (Exchange factor for ARF6 D) (Hepatocellular carcinoma-associated antigen 67) (Pleckstrin homology and SEC7 domain-containing protein 3),Cell membrane,non-pigmented ciliary epithelial cell;cortical cell of adrenal gland;muscle precursor cell;cardiac muscle myoblast,
PSEN1,ENSG00000080815,3,3,Presenilin-1 (PS-1),Endoplasmic reticulum,,
PSEN2,ENSG00000143801,3,3,Presenilin-2 (PS-2),Endoplasmic reticulum membrane,,
PSENEN,ENSG00000205155,2,2,Gamma-secretase subunit PEN-2 (Presenilin enhancer protein 2),Endoplasmic reticulum membrane,multi-ciliated epithelial cell;ciliated columnar cell of tracheobronchial tree;ciliated cell of the bronchus;lung ciliated cell,
PSG1,ENSG00000231924,3,3,Pregnancy-specific beta-1-glycoprotein 1 (PS-beta-G-1) (PSBG-1) (Pregnancy-specific glycoprotein 1) (CD66 antigen-like family member F) (Fetal liver non-specific cross-reactive antigen 1/2) (FL-NCA-1/2) (PSG95) (Pregnancy-specific beta-1 glycoprotein C/D) (PS-beta-C/D) (CD antigen CD66f),Secreted,trophoblast giant cell,
PSIP1,ENSG00000164985,3,3,PC4 and SFRS1-interacting protein (CLL-associated antigen KW-7) (Dense fine speckles 70 kDa protein) (DFS 70) (Lens epithelium-derived growth factor) (Transcriptional coactivator p75/p52),Nucleus,"glioblast;Schwann cell precursor;neural crest cell;epithelial cell of thymus;cortical thymic epithelial cell;ovarian surface epithelial cell;double-positive, alpha-beta thymocyte;large pre-B-II cell;hematopoietic multipotent progenitor cell;common lymphoid progenitor",
PSKH1,ENSG00000159792,3,3,Serine/threonine-protein kinase H1,Golgi apparatus;Cytoplasm,,
PSMA6,ENSG00000100902,3,3,Proteasome subunit alpha type-6 (27 kDa prosomal protein) (PROS-27) (p27K) (Macropain iota chain) (Multicatalytic endopeptidase complex iota chain) (Proteasome iota chain),Cytoplasm,"professional antigen presenting cell;dendritic cell;T-helper 17 cell;activated CD4-positive, alpha-beta T cell;early lymphoid progenitor;common lymphoid progenitor",
PSMB5,ENSG00000100804,3,3,Proteasome subunit beta type-5,Cytoplasm,cortical thymic epithelial cell,
PSMC2,ENSG00000161057,3,3,26S proteasome regulatory subunit 7 (26S proteasome AAA-ATPase subunit RPT1) (Proteasome 26S subunit ATPase 2),Cytoplasm,,
PSMC5,ENSG00000087191,4,3,26S proteasome regulatory subunit 8 (26S proteasome AAA-ATPase subunit RPT6) (Proteasome 26S subunit ATPase 5) (Proteasome subunit p45) (Thyroid hormone receptor-interacting protein 1) (TRIP1) (p45/SUG),Cytoplasm,,
PSMD1,ENSG00000173692,3,3,26S proteasome non-ATPase regulatory subunit 1 (26S proteasome regulatory subunit RPN2) (26S proteasome regulatory subunit S1) (26S proteasome subunit p112),,,
PSMD10,ENSG00000101843,3,3,26S proteasome non-ATPase regulatory subunit 10 (26S proteasome regulatory subunit p28) (Gankyrin) (p28(GANK)),Cytoplasm,,
PSMD2,ENSG00000175166,3,3,26S proteasome non-ATPase regulatory subunit 2 (26S proteasome regulatory subunit RPN1) (26S proteasome regulatory subunit S2) (26S proteasome subunit p97) (Protein 55.11) (Tumor necrosis factor type 1 receptor-associated protein 2),,fallopian tube secretory epithelial cell,
PSMD3,ENSG00000108344,5,3,26S proteasome non-ATPase regulatory subunit 3 (26S proteasome regulatory subunit RPN3) (26S proteasome regulatory subunit S3) (Proteasome subunit p58),,,
PSMD4,ENSG00000159352,3,3,26S proteasome non-ATPase regulatory subunit 4 (26S proteasome regulatory subunit RPN10) (26S proteasome regulatory subunit S5A) (Antisecretory factor 1) (AF) (ASF) (Multiubiquitin chain-binding protein),,placental villous trophoblast,
PSME3,ENSG00000131467,3,3,Proteasome activator complex subunit 3 (11S regulator complex subunit gamma) (REG-gamma) (Activator of multicatalytic protease subunit 3) (Ki nuclear autoantigen) (Proteasome activator 28 subunit gamma) (PA28g) (PA28gamma),Nucleus,,
PSPC1,ENSG00000121390,3,3,Paraspeckle component 1 (Paraspeckle protein 1),Nucleus,,
PSRC1,ENSG00000134222,3,3,Proline/serine-rich coiled-coil protein 1,Cytoplasm;Cytoplasm,interstitial cell of Cajal;forebrain radial glial cell,
PSTPIP2,ENSG00000152229,2,2,Proline-serine-threonine phosphatase-interacting protein 2 (PEST phosphatase-interacting protein 2),Cytoplasm,brush cell;intestinal tuft cell;tuft cell of colon;hematopoietic cell;granulocyte;megakaryocyte-erythroid progenitor cell;megakaryocyte,
PTAFR,ENSG00000169403,3,3,Platelet-activating factor receptor (PAF-R) (PAFr),Cell membrane,phagocyte;immature neutrophil,
PTBP1,ENSG00000011304,3,3,Polypyrimidine tract-binding protein 1 (PTB) (57 kDa RNA-binding protein PPTB-1) (Heterogeneous nuclear ribonucleoprotein I) (hnRNP I),Nucleus,,
PTBP2,ENSG00000117569,2,2,Polypyrimidine tract-binding protein 2 (Neural polypyrimidine tract-binding protein) (Neurally-enriched homolog of PTB) (PTB-like protein),Nucleus,,
PTCD1,ENSG00000106246,3,3,"Pentatricopeptide repeat-containing protein 1, mitochondrial",Mitochondrion,,
PTCD2,ENSG00000049883,3,3,"Pentatricopeptide repeat-containing protein 2, mitochondrial",Mitochondrion,,
PTCD3,ENSG00000132300,3,3,"Small ribosomal subunit protein mS39 (28S ribosomal protein S39, mitochondrial) (MRP-S39) (Pentatricopeptide repeat domain-containing protein 3, mitochondrial) (Transformation-related gene 15 protein) (TRG-15)",Mitochondrion,,
PTCH1,ENSG00000185920,3,3,Protein patched homolog 1 (PTC) (PTC1),Cell membrane,mesodermal cell;enteric smooth muscle cell,HH
PTDSS1,ENSG00000156471,3,3,Phosphatidylserine synthase 1 (PSS-1) (PtdSer synthase 1),Endoplasmic reticulum membrane,,
PTEN,ENSG00000171862,2,2,"Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN",Cytoplasm,melanocyte;melanocyte of skin;kidney interstitial fibroblast;subcutaneous fat cell;epicardial adipocyte,
PTGDR,ENSG00000168229,3,3,Prostaglandin D2 receptor (PGD receptor) (PGD2 receptor) (Prostanoid DP receptor),Cell membrane,"CD8-positive, alpha-beta cytokine secreting effector T cell;mature NK T cell;type I NK T cell;innate lymphoid cell;natural killer cell;CD16-negative, CD56-bright natural killer cell, human;CD16-positive, CD56-dim natural killer cell, human;ILC1, human;fibroblast",Prostaglandin
PTGDR2,ENSG00000183134,3,3,Prostaglandin D2 receptor 2 (Chemoattractant receptor-homologous molecule expressed on Th2 cells) (G-protein coupled receptor 44) (CD antigen CD294),Cell membrane,"effector memory CD8-positive, alpha-beta T cell;group 2 innate lymphoid cell",Prostaglandin
PTGER2,ENSG00000125384,3,3,Prostaglandin E2 receptor EP2 subtype (PGE receptor EP2 subtype) (PGE2 receptor EP2 subtype) (Prostanoid EP2 receptor),Cell membrane,"T-helper 1 cell;T-helper 22 cell;activated CD4-positive, alpha-beta T cell, human;effector memory CD4-positive, alpha-beta T cell;central memory CD8-positive, alpha-beta T cell;CD8-alpha-beta-positive, alpha-beta intraepithelial T cell;group 2 innate lymphoid cell;DN1 thymic pro-T cell",Prostaglandin
PTGER3,ENSG00000050628,3,3,Prostaglandin E2 receptor EP3 subtype (PGE receptor EP3 subtype) (PGE2 receptor EP3 subtype) (PGE2-R) (Prostanoid EP3 receptor),Cell membrane,kidney collecting duct epithelial cell;kidney collecting duct intercalated cell;renal intercalated cell;renal beta-intercalated cell;renal alpha-intercalated cell;kidney distal convoluted tubule epithelial cell;kidney loop of Henle ascending limb epithelial cell;kidney loop of Henle thick ascending limb epithelial cell;kidney epithelial cell;kidney cortex tubule cell;kidney connecting tubule epithelial cell;epithelial cell of nephron;kidney loop of Henle epithelial cell;fat cell;adipocyte of epicardial fat of left ventricle;kidney cell;kidney collecting duct cell,Prostaglandin
PTGER4,ENSG00000171522,3,3,Prostaglandin E2 receptor EP4 subtype (PGE receptor EP4 subtype) (PGE2 receptor EP4 subtype) (Prostanoid EP4 receptor),Cell membrane,"mast cell;mucosal type mast cell;CD4-positive helper T cell;T-helper 1 cell;T follicular helper cell;naive regulatory T cell;effector memory CD4-positive, alpha-beta T cell;effector CD4-positive, alpha-beta T cell;type I NK T cell;DN3 thymocyte;group 2 innate lymphoid cell;group 3 innate lymphoid cell;DN1 thymic pro-T cell",Prostaglandin
PTGES,ENSG00000148344,3,3,Prostaglandin E synthase,Membrane,extravillous trophoblast;syncytiotrophoblast cell;fibroblast of mammary gland;fibroblast of breast,
PTGES3,ENSG00000110958,3,2,Prostaglandin E synthase 3,Cytoplasm,,
PTGFR,ENSG00000122420,3,3,Prostaglandin F2-alpha receptor (PGF receptor) (PGF2-alpha receptor) (Prostanoid FP receptor),Cell membrane,,Prostaglandin
PTGFRN,ENSG00000134247,3,3,Prostaglandin F2 receptor negative regulator (CD9 partner 1) (CD9P-1) (Glu-Trp-Ile EWI motif-containing protein F) (EWI-F) (Prostaglandin F2-alpha receptor regulatory protein) (Prostaglandin F2-alpha receptor-associated protein) (CD antigen CD315),Endoplasmic reticulum membrane,,
PTGIR,ENSG00000160013,3,3,Prostacyclin receptor (Prostaglandin I2 receptor) (PGI receptor) (PGI2 receptor) (Prostanoid IP receptor),Cell membrane,,Prostaglandin
PTGIS,ENSG00000124212,2,2,Prostacyclin synthase,Endoplasmic reticulum membrane,mesenchymal stem cell;endothelial cell of artery;endocardial cell;connective tissue cell;fibroblast;fibroblast of cardiac tissue;fibroblast of breast;mesothelial fibroblast;mesangial cell;adventitial cell;fibro/adipogenic progenitor cell,
PTGS1,ENSG00000095303,3,3,Prostaglandin G/H synthase 1,Microsome membrane,brush cell;intestinal tuft cell;tuft cell of colon;basophil;platelet;mast cell;megakaryocyte-erythroid progenitor cell;megakaryocyte,
PTGS2,ENSG00000073756,3,3,Prostaglandin G/H synthase 2,Microsome membrane,colon macrophage;blood cell;granulocyte;mast cell;myeloid cell;fibroblast of mammary gland;fibroblast of connective tissue of nonglandular part of prostate;fibroblast of connective tissue of glandular part of prostate,
PTH,ENSG00000152266,3,3,Parathyroid hormone (PTH) (Parathormone) (Parathyrin),Secreted,,PTH
PTH1R,ENSG00000160801,2,2,Parathyroid hormone/parathyroid hormone-related peptide receptor (PTH/PTHrP type I receptor) (PTH/PTHr receptor) (Parathyroid hormone 1 receptor) (PTH1 receptor),Cell membrane,epithelial cell of proximal tubule;type I pneumocyte;kidney distal convoluted tubule epithelial cell;kidney loop of Henle ascending limb epithelial cell;kidney loop of Henle thick ascending limb epithelial cell;kidney loop of Henle thin ascending limb epithelial cell;kidney epithelial cell;kidney glomerular epithelial cell;podocyte;kidney cortex tubule cell;epithelial cell of nephron;kidney loop of Henle epithelial cell;hepatic stellate cell;osteoblast;kidney cell,PTH
