gene,gene_id,num_codewords,num_probesets,full_name,location,cell_type,cellchat_pathway,immune_specificity,immune_pathway,exclude_recommended,detection_pct_0041323,detection_pct_0041326
TNFRSF18,ENSG00000186891,2,2,Tumor necrosis factor receptor superfamily member 18 (Activation-inducible TNFR family receptor) (Glucocorticoid-induced TNFR-related protein) (CD antigen CD357),Secreted,"stem cell of epidermis;Langerhans cell;alpha-beta T cell;mature alpha-beta T cell;activated CD4-positive, alpha-beta T cell;CD8-alpha-beta-positive, alpha-beta intraepithelial T cell;mucosal invariant T cell;mature T cell;regulatory T cell;intraepithelial lymphocyte;IgA plasma cell;CD16-negative, CD56-bright natural killer cell, human;decidual natural killer cell, human;ILC1, human;group 2 innate lymphoid cell;group 2 innate lymphoid cell, human;group 3 innate lymphoid cell;CD34-positive, CD56-positive, CD117-positive common innate lymphoid precursor, human;lymphoid lineage restricted progenitor cell;pro-T cell;early T lineage precursor",GITRL,0.857142857142857,FALSE,no,0.075,0.043
TNFRSF1A,ENSG00000067182,3,3,Tumor necrosis factor receptor superfamily member 1A (Tumor necrosis factor receptor 1) (TNF-R1) (Tumor necrosis factor receptor type I) (TNF-RI) (TNFR-I) (p55) (p60) (CD antigen CD120a),Cell membrane,mesothelial cell of pleura;follicular dendritic cell,TNF;LT,0.5,TRUE,no,6.2,5.286
TNFRSF8,ENSG00000120949,3,3,Tumor necrosis factor receptor superfamily member 8 (CD30L receptor) (Ki-1 antigen) (Lymphocyte activation antigen CD30) (CD antigen CD30),Cytoplasm,CD4-positive helper T cell,CD30,1,FALSE,no,0.058,0.113
TNFSF10,ENSG00000121858,3,3,Tumor necrosis factor ligand superfamily member 10 (Apo-2 ligand) (Apo-2L) (TNF-related apoptosis-inducing ligand) (Protein TRAIL) (CD antigen CD253),Cell membrane,epithelial cell;glomerular capillary endothelial cell;lung endothelial cell;goblet cell;respiratory goblet cell;bronchial goblet cell;tracheal goblet cell;club cell;endothelial cell;endothelial cell of vascular tree;mast cell,TRAIL,0.545454545454545,TRUE,no,3.339,5.115
TNFSF11,ENSG00000120659,3,3,Tumor necrosis factor ligand superfamily member 11 (Osteoclast differentiation factor) (ODF) (Osteoprotegerin ligand) (OPGL) (Receptor activator of nuclear factor kappa-B ligand) (RANKL) (TNF-related activation-induced cytokine) (TRANCE) (CD antigen CD254),Secreted,group 3 innate lymphoid cell,RANKL,1,FALSE,no,0.195,0.162
TNFSF12,ENSG00000239697,3,3,Tumor necrosis factor ligand superfamily member 12 (APO3 ligand) (TNF-related weak inducer of apoptosis) (TWEAK),Cell membrane,hematopoietic cell;basophil,TWEAK,1,FALSE,no,4.857,4.96
TNFSF13B,ENSG00000102524,3,3,Tumor necrosis factor ligand superfamily member 13B (B lymphocyte stimulator) (BLyS) (B-cell-activating factor) (BAFF) (Dendritic cell-derived TNF-like molecule) (TNF- and APOL-related leukocyte expressed ligand 1) (TALL-1) (CD antigen CD257),Cell membrane,"phagocyte;classical monocyte;CD14-positive, CD16-negative classical monocyte;hematopoietic cell;leukocyte;dendritic cell;myeloid leukocyte;monocyte;CD14-positive monocyte;CD14-positive, CD16-positive monocyte;mature gamma-delta T cell;myeloid cell;megakaryocyte",BAFF,0.923076923076923,FALSE,no,0.525,0.869
TNFSF14,ENSG00000125735,3,3,Tumor necrosis factor ligand superfamily member 14 (Herpes virus entry mediator ligand) (HVEM-L) (Herpesvirus entry mediator ligand) (CD antigen CD258),Cytoplasm,"T-helper 1 cell;activated CD4-positive, alpha-beta T cell;activated CD8-positive, alpha-beta T cell;CD8-alpha alpha positive, gamma-delta intraepithelial T cell;group 3 innate lymphoid cell",LIGHT,0.8,FALSE,no,0.595,1.029
TNFSF8,ENSG00000106952,3,3,Tumor necrosis factor ligand superfamily member 8 (CD30 ligand) (CD30-L) (CD antigen CD153),Membrane,"CD4-positive helper T cell;T follicular helper cell;CD4-positive, CD25-positive, alpha-beta regulatory T cell;naive regulatory T cell;CD4-positive, alpha-beta memory T cell;effector CD4-positive, alpha-beta T cell;type I NK T cell",CD30,0.857142857142857,FALSE,no,0.271,0.24
TOP2A,ENSG00000131747,2,2,DNA topoisomerase 2-alpha,Cytoplasm,"immature alpha-beta T cell;double-positive, alpha-beta thymocyte;DN4 thymocyte;precursor B cell;large pre-B-II cell;promonocyte;erythroid lineage cell;pro-B cell;fraction A pre-pro B cell;salivary gland cell",,0.8,FALSE,no,0.538,0.346
TOP2B,ENSG00000077097,3,3,DNA topoisomerase 2-beta,Nucleus,late pro-B cell;early lymphoid progenitor;lymphoid lineage restricted progenitor cell;pro-B cell;fraction A pre-pro B cell;common lymphoid progenitor,,0.833333333333333,FALSE,no,13.445,13.264
TOR3A,ENSG00000186283,2,2,Torsin-3A (ATP-dependent interferon-responsive protein) (Torsin family 3 member A),Cytoplasm;Endoplasmic reticulum lumen,plasmablast;plasma cell;IgG plasma cell;IgM plasma cell;IgA plasma cell,,1,FALSE,no,2.247,1.514
TOX2,ENSG00000124191,3,3,TOX high mobility group box family member 2 (Granulosa cell HMG box protein 1) (GCX-1),Nucleus,"T follicular helper cell;CD8-alpha-alpha-positive, alpha-beta intraepithelial T cell;intraepithelial lymphocyte;group 3 innate lymphoid cell;CD34-positive, CD56-positive, CD117-positive common innate lymphoid precursor, human",,0.8,FALSE,no,0.3,0.329
TPX2,ENSG00000088325,3,3,Targeting protein for Xklp2 (Differentially expressed in cancerous and non-cancerous lung cells 2) (DIL-2) (Hepatocellular carcinoma-associated antigen 519) (Hepatocellular carcinoma-associated antigen 90) (Protein fls353) (Restricted expression proliferation-associated protein 100) (p100),Nucleus,"double-positive, alpha-beta thymocyte;DN4 thymocyte;fraction A pre-pro B cell",,1,FALSE,no,0.412,0.244
TRAF1,ENSG00000056558,3,3,TNF receptor-associated factor 1 (Epstein-Barr virus-induced protein 6),,"Langerhans cell;activated CD4-positive, alpha-beta T cell;activated CD8-positive, alpha-beta T cell",,1,FALSE,no,0.511,0.642
TRAF3IP3,ENSG00000009790,2,2,TRAF3-interacting JNK-activating modulator (TRAF3-interacting protein 3),Cell membrane,"hematopoietic cell;leukocyte;B-1a B cell;mononuclear cell;lymphocyte;T cell;alpha-beta T cell;mature alpha-beta T cell;CD4-positive, alpha-beta T cell;CD4-positive, CD25-positive, alpha-beta regulatory T cell;naive regulatory T cell;memory regulatory T cell;naive thymus-derived CD4-positive, alpha-beta T cell;activated CD4-positive, alpha-beta T cell, human;CD4-positive, alpha-beta memory T cell;CD4-positive, alpha-beta memory T cell, CD45RO-positive;central memory CD4-positive, alpha-beta T cell;naive thymus-derived CD8-positive, alpha-beta T cell;CD8-positive, alpha-beta cytokine secreting effector T cell;central memory CD8-positive, alpha-beta T cell;mature T cell;regulatory T cell;naive T cell;exhausted T cell;double negative T regulatory cell;group 2 innate lymphoid cell;CD34-positive, CD56-positive, CD117-positive common innate lymphoid precursor, human",,0.925925925925926,FALSE,no,0.25,0.531
TRDC,ENSG00000211829,3,3,T cell receptor delta constant,Cell membrane,"mononuclear cell;lymphocyte;T cell;immature alpha-beta T cell;double-positive, alpha-beta thymocyte;CD8-alpha-beta-positive, alpha-beta intraepithelial T cell;CD8-alpha-alpha-positive, alpha-beta intraepithelial T cell;mature NK T cell;gamma-delta T cell;mature gamma-delta T cell;CD8-alpha alpha positive, gamma-delta intraepithelial T cell;intraepithelial lymphocyte;immature T cell;thymocyte;double negative thymocyte;innate lymphoid cell;natural killer cell;immature natural killer cell;CD16-negative, CD56-bright natural killer cell, human;decidual natural killer cell, human;ILC1, human;group 2 innate lymphoid cell;group 2 innate lymphoid cell, human;group 3 innate lymphoid cell;CD34-positive, CD56-positive, CD117-positive common innate lymphoid precursor, human;lymphoid lineage restricted progenitor cell;pro-T cell",,0.925925925925926,FALSE,no,0.094,0.086
TREM1,ENSG00000124731,3,3,Triggering receptor expressed on myeloid cells 1 (TREM-1) (Triggering receptor expressed on monocytes 1) (CD antigen CD354),Secreted,phagocyte;macrophage;tissue-resident macrophage;alveolar macrophage;lung macrophage;classical monocyte;hematopoietic cell;blood cell;granulocyte;basophil;neutrophil;immature neutrophil;leukocyte;professional antigen presenting cell;myeloid leukocyte;myeloid cell,,0.9375,FALSE,no,0.261,0.31
TREX1,ENSG00000213689,3,3,Three-prime repair exonuclease 1,Nucleus,"CD4-positive helper T cell;effector memory CD8-positive, alpha-beta T cell",,1,FALSE,no,0.989,1.199
TRIB2,ENSG00000071575,3,3,Tribbles homolog 2 (TRB-2),Cytoplasm,mast cell;mucosal type mast cell,,1,FALSE,no,4.487,3.855
TRPC6,ENSG00000137672,3,3,Short transient receptor potential channel 6 (TrpC6) (Transient receptor protein 6) (TRP-6),Cell membrane,alveolar type 2 fibroblast cell,,1,FALSE,no,0.289,0.364
TRPM2,ENSG00000142185,3,3,Transient receptor potential cation channel subfamily M member 2 (Estrogen-responsive element-associated gene 1 protein) (Long transient receptor potential channel 2) (LTrpC-2) (LTrpC2) (Transient receptor potential channel 7) (TrpC7) (Transient receptor potential melastatin 2),Cell membrane,mature microglial cell;immature innate lymphoid cell,,1,FALSE,no,0.647,1.184
TSHR,ENSG00000165409,3,3,Thyrotropin receptor (Thyroid-stimulating hormone receptor) (TSH-R),Cell membrane,double negative thymocyte,TSH,1,FALSE,no,0.082,0.027
TSLP,ENSG00000145777,3,3,Thymic stromal lymphopoietin,Secreted,stem cell;basal cell;respiratory basal cell;basal cell of epithelium of bronchus;brush cell of trachebronchial tree;brush cell of bronchus;basal cell of prostate epithelium;basal epithelial cell of tracheobronchial tree,IL2,0,TRUE,no,0.21,0.181
TSPO,ENSG00000100300,2,2,Translocator protein (Mitochondrial benzodiazepine receptor) (PKBS) (Peripheral-type benzodiazepine receptor) (PBR),Mitochondrion membrane,"stratified epithelial cell;classical monocyte;CD14-positive, CD16-negative classical monocyte;hematopoietic cell;blood cell;granulocyte;immature neutrophil;leukocyte;myeloid leukocyte;monocyte;CD14-positive monocyte;myeloid cell;promonocyte;myelocyte;granulocytopoietic cell",,0.733333333333333,FALSE,no,0.322,0.195
TXK,ENSG00000074966,3,3,Tyrosine-protein kinase TXK,Cytoplasm,"activated CD4-positive, alpha-beta T cell, human;effector CD4-positive, alpha-beta T cell;CD8-positive, alpha-beta cytokine secreting effector T cell;mature NK T cell;type I NK T cell;DN3 thymocyte;innate lymphoid cell;natural killer cell;CD16-negative, CD56-bright natural killer cell, human;CD16-positive, CD56-dim natural killer cell, human;decidual natural killer cell, human;ILC1, human;group 3 innate lymphoid cell",,1,FALSE,no,0.394,0.281
TYMP,ENSG00000025708,2,2,Thymidine phosphorylase (TP),,"phagocyte;elicited macrophage;inflammatory macrophage;colon macrophage;classical monocyte;CD14-positive, CD16-negative classical monocyte;follicular dendritic cell;dendritic cell;conventional dendritic cell;myeloid dendritic cell;myeloid dendritic cell, human;CD1c-positive myeloid dendritic cell;liver dendritic cell;myeloid leukocyte;monocyte;non-classical monocyte;CD14-low, CD16-positive monocyte;CD14-positive monocyte;CD14-positive, CD16-positive monocyte;intermediate monocyte;peripheral blood mononuclear cell;myeloid cell",,0.954545454545455,FALSE,no,1.724,2.568
UBE2D3,ENSG00000109332,3,3,Ubiquitin-conjugating enzyme E2 D3,Cell membrane,myeloid leukocyte,,1,FALSE,no,30.029,23.141
UBE2I,ENSG00000103275,3,3,SUMO-conjugating enzyme UBC9,Nucleus,large pre-B-II cell,,1,FALSE,no,10.059,10.856
UBE2T,ENSG00000077152,3,3,Ubiquitin-conjugating enzyme E2 T,Nucleus,large pre-B-II cell,,1,FALSE,no,0.495,0.292
UCP2,ENSG00000175567,2,2,Dicarboxylate carrier SLC25A8 (Mitochondrial uncoupling protein 2) (UCP 2) (Solute carrier family 25 member 8) (UCPH),Mitochondrion inner membrane,"erythrocyte;professional antigen presenting cell;dendritic cell;plasmacytoid dendritic cell;plasmacytoid dendritic cell, human;CD141-positive myeloid dendritic cell;dendritic cell, human;B-1a B cell;B-1b B cell;germinal center B cell;small pre-B-II cell;large pre-B-II cell;pre-B-I cell;erythroid lineage cell;reticulocyte;enucleated reticulocyte",,0.75,FALSE,no,1.737,1.662
UHRF1,ENSG00000276043,3,3,E3 ubiquitin-protein ligase UHRF1,Nucleus,"immature alpha-beta T cell;double-positive, alpha-beta thymocyte;immature T cell;thymocyte;double negative thymocyte;precursor B cell;large pre-B-II cell;common dendritic progenitor;macrophage dendritic cell progenitor;hematopoietic precursor cell;early lymphoid progenitor;lymphoid lineage restricted progenitor cell;pro-B cell;fraction A pre-pro B cell;early T lineage precursor;common lymphoid progenitor",,0.875,FALSE,no,1.003,0.908
ULBP2,ENSG00000131015,3,3,UL16-binding protein 2 (ALCAN-alpha) (NKG2D ligand 2) (N2DL-2) (NKG2DL2) (Retinoic acid early transcript 1H),Cell membrane,,MHC-I,,TRUE,no,0.144,0.074
UTS2,ENSG00000049247,3,3,Urotensin-2 (Urotensin II) (U-II) (UII),Secreted,mast cell,UTS2,1,FALSE,no,0.025,
VASP,ENSG00000125753,2,2,Vasodilator-stimulated phosphoprotein (VASP),Cytoplasm;Cytoplasm,"lung macrophage;extravillous trophoblast;granulocyte;neutrophil;myeloid dendritic cell, human;non-classical monocyte;CD14-low, CD16-positive monocyte;myeloid cell",,0.875,FALSE,no,8.625,9.217
VDAC2,ENSG00000165637,2,2,Voltage-dependent anion-selective channel protein 2 (VDAC-2) (hVDAC2) (Outer mitochondrial membrane protein porin 2),Mitochondrion outer membrane,mast cell;mucosal type mast cell,,1,FALSE,no,17.796,18.516
VGLL3,ENSG00000206538,3,3,Transcription cofactor vestigial-like protein 3 (Vgl-3),Nucleus,trophoblast giant cell,,1,FALSE,no,3.825,3.62
WAS,ENSG00000015285,3,3,Actin nucleation-promoting factor WAS (Wiskott-Aldrich syndrome protein) (WASp),Cytoplasm,"hematopoietic cell;dendritic cell;conventional dendritic cell;myeloid dendritic cell;CD1c-positive myeloid dendritic cell;CD14-low, CD16-positive monocyte;CD34-positive, CD56-positive, CD117-positive common innate lymphoid precursor, human",,1,FALSE,no,1.305,2.495
WASHC4,ENSG00000136051,3,3,WASH complex subunit 4 (Strumpellin and WASH-interacting protein) (SWIP) (WASH complex subunit SWIP),Early endosome,B cell,,1,FALSE,no,9.39,9.697
WDFY4,ENSG00000128815,2,2,WD repeat- and FYVE domain-containing protein 4,Early endosome,"central nervous system macrophage;microglial cell;professional antigen presenting cell;plasmacytoid dendritic cell;CD141-positive myeloid dendritic cell;Langerhans cell;myeloid dendritic cell, human;B cell",,1,FALSE,no,0.225,0.431
XCL2,ENSG00000143185,3,3,Cytokine SCM-1 beta (C motif chemokine 2) (XC chemokine ligand 2),Secreted,"lymphocyte;CD8-positive, alpha-beta T cell;activated CD8-positive, alpha-beta T cell;activated CD8-positive, alpha-beta T cell, human;CD8-positive, alpha-beta memory T cell;effector memory CD8-positive, alpha-beta T cell, terminally differentiated;CD8-alpha-beta-positive, alpha-beta intraepithelial T cell;CD8-alpha-alpha-positive, alpha-beta intraepithelial T cell;mature NK T cell;type I NK T cell;gamma-delta T cell;CD8-alpha alpha positive, gamma-delta intraepithelial T cell;intraepithelial lymphocyte;innate lymphoid cell;natural killer cell;CD16-negative, CD56-bright natural killer cell, human;CD16-positive, CD56-dim natural killer cell, human;decidual natural killer cell, human;ILC1, human;group 2 innate lymphoid cell;group 2 innate lymphoid cell, human;group 3 innate lymphoid cell",XCR,1,TRUE,no,0.046,0.043
XCR1,ENSG00000173578,3,3,Chemokine XC receptor 1 (G-protein coupled receptor 5) (Lymphotactin receptor) (XC chemokine receptor 1),Cell membrane,"CD141-positive myeloid dendritic cell;dendritic cell, human",XCR,1,TRUE,no,0.018,0.01
XPO6,ENSG00000169180,3,3,Exportin-6 (Exp6) (Ran-binding protein 20),Nucleus,granulocyte;neutrophil,,1,FALSE,no,5.443,5.942
XRCC5,ENSG00000079246,3,3,X-ray repair cross-complementing protein 5,Nucleus,professional antigen presenting cell;dendritic cell,,1,FALSE,no,16.544,20.229
YIF1B,ENSG00000167645,3,3,Protein YIF1B (YIP1-interacting factor homolog B),Endoplasmic reticulum membrane,eosinophil,,1,FALSE,no,2.41,2.431
ZAP70,ENSG00000115085,3,3,Tyrosine-protein kinase ZAP-70,Cytoplasm,"leukocyte;mononuclear cell;lymphocyte;T cell;alpha-beta T cell;mature alpha-beta T cell;naive regulatory T cell;CD4-positive, alpha-beta cytotoxic T cell;CD8-positive, alpha-beta T cell;CD8-positive, alpha-beta cytotoxic T cell;naive thymus-derived CD8-positive, alpha-beta T cell;mucosal invariant T cell;gamma-delta T cell;mature gamma-delta T cell;mature T cell;double negative thymocyte;DN4 thymocyte;double negative T regulatory cell;innate lymphoid cell;natural killer cell;CD16-negative, CD56-bright natural killer cell, human;CD16-positive, CD56-dim natural killer cell, human;ILC1, human;CD34-positive, CD56-positive, CD117-positive common innate lymphoid precursor, human",,0.916666666666667,FALSE,no,0.145,0.338
ZBP1,ENSG00000124256,3,3,Z-DNA-binding protein 1 (DNA-dependent activator of IFN-regulatory factors) (DAI) (Tumor stroma and activated macrophage protein DLM-1),Cytoplasm,"mature B cell;plasmablast;activated CD4-positive, alpha-beta T cell, human;activated CD8-positive, alpha-beta T cell, human;plasma cell;IgG plasma cell;IgM plasma cell;IgA plasma cell;CD16-negative, CD56-bright natural killer cell, human",,1,FALSE,no,0.042,0.144
ZFAT,ENSG00000066827,3,3,Zinc finger protein ZFAT (Zinc finger gene in AITD susceptibility region) (Zinc finger protein 406),Nucleus,"respiratory epithelial cell;epithelial cell of lower respiratory tract;club cell;syncytiotrophoblast cell;plasmacytoid dendritic cell;plasmacytoid dendritic cell, human;dendritic cell, human",,0.714285714285714,FALSE,no,1.427,1.325
ZMIZ1,ENSG00000108175,3,3,Zinc finger MIZ domain-containing protein 1 (PIAS-like protein Zimp10) (Retinoic acid-induced protein 17),Nucleus,white fat cell,,1,FALSE,no,6.597,6.973
ZNF296,ENSG00000170684,3,3,Zinc finger protein 296 (ZFP296) (Zinc finger protein 342),Nucleus,immature B cell;small pre-B-II cell;pre-B-I cell,,1,FALSE,no,0.132,0.126
ZYX,ENSG00000159840,3,3,Zyxin (Zyxin-2),Cytoplasm;Cytoplasm,"CD14-positive, CD16-negative classical monocyte;decidual cell;CD141-positive myeloid dendritic cell;conventional dendritic cell;myeloid dendritic cell;CD1c-positive myeloid dendritic cell;monocyte;CD14-low, CD16-positive monocyte;CD14-positive monocyte;megakaryocyte;promonocyte;pulmonary interstitial fibroblast",,0.75,FALSE,no,12.628,12.548
