gene,category,rationale,exclude_recommended,in_5K_reference,gene_id,full_name,location,cell_type,cellchat_pathway,detection_pct_0041435,detection_pct_0041534,n_cells_0041435,n_cells_0041534,log2_detection_ratio_0041534_over_0041435,HALLMARK,REACTOME,KEGG,n_pathways
UBR5,,,no,True,ENSG00000104517,E3 ubiquitin-protein ligase UBR5,Nucleus,,,4.028,3.384,18694,8178,-0.251,,,Ubiquitin mediated proteolysis,1
UBTF,,,no,True,ENSG00000108312,Nucleolar transcription factor 1 (Autoantigen NOR-90) (Upstream-binding factor 1) (UBF-1),Nucleus,,,16.681,13.994,77413,33823,-0.253,,Epigenetic Regulation Of Gene Expression R-HSA-212165; Gene Expression (Transcription) R-HSA-74160; Negative Epigenetic Regulation Of rRNA Expression R-HSA-5250941; NoRC Negatively Regulates rRNA Expression R-HSA-427413; RNA Polymerase I Promoter Clearance R-HSA-73854; RNA Polymerase I Promoter Escape R-HSA-73772; RNA Polymerase I Promoter Opening R-HSA-73728; RNA Polymerase I Transcription Initiation R-HSA-73762; RNA Polymerase I Transcription R-HSA-73864; RNA Polymerase I Transcription Termination R-HSA-73863,,10
UCA1,,,no,True,ENSG00000214049,UCA1 protein,,epithelial cell of uterus,,0.098,0.094,453,226,-0.062,,,,0
UCHL1,,,no,True,ENSG00000154277,Ubiquitin carboxyl-terminal hydrolase isozyme L1 (UCH-L1),Cytoplasm,pancreatic endocrine cell;type B pancreatic cell;pancreatic D cell;pancreatic PP cell;enteroendocrine cell;PP cell;endocrine cell;enteric neuron;Cajal-Retzius cell;retinal ganglion cell;peripheral nervous system neuron;sympathetic neuron,,0.593,0.302,2754,731,-0.972,,Deubiquitination R-HSA-5688426; Metabolism Of Proteins R-HSA-392499; Post-translational Protein Modification R-HSA-597592; UCH Proteinases R-HSA-5689603,Parkinson disease; Pathways of neurodegeneration,6
UCN,,,no,True,ENSG00000163794,Urocortin,Secreted,,UCN,0.085,0.081,396,196,-0.073,,"Class B/2 (Secretin Family Receptors) R-HSA-373080; GPCR Ligand Binding R-HSA-500792; Metabolism Of Proteins R-HSA-392499; Peptide Hormone Metabolism R-HSA-2980736; Signal Transduction R-HSA-162582; Signaling By GPCR R-HSA-372790; Synthesis, Secretion, And Deacylation Of Ghrelin R-HSA-422085",Neuroactive ligand-receptor interaction,8
UEVLD,,,no,True,ENSG00000151116,Ubiquitin-conjugating enzyme E2 variant 3 (UEV-3) (EV and lactate/malate dehydrogenase domain-containing protein),,,,1.211,1.038,5619,2508,-0.223,,,,0
UFC1,,,no,True,ENSG00000143222,Ubiquitin-fold modifier-conjugating enzyme 1 (Ufm1-conjugating enzyme 1),,,,2.035,1.664,9445,4021,-0.291,,,,0
UGDH,,,no,True,ENSG00000109814,UDP-glucose 6-dehydrogenase (UDP-Glc dehydrogenase) (UDP-GlcDH) (UDPGDH),,luminal epithelial cell of mammary gland;mammary gland epithelial cell,,1.603,1.772,7438,4283,0.145,Estrogen Response Late; Fatty Acid Metabolism; Xenobiotic Metabolism,Biological Oxidations R-HSA-211859; Glucuronidation R-HSA-156588; Metabolism R-HSA-1430728; Phase II - Conjugation Of Compounds R-HSA-156580,Amino sugar and nucleotide sugar metabolism; Ascorbate and aldarate metabolism; Pentose and glucuronate interconversions,10
UGT1A1,,,no,True,ENSG00000241635,UDP-glucuronosyltransferase 1A1 (UGT1A1),Endoplasmic reticulum membrane,,,0.169,0.18,785,434,0.086,,Aspirin ADME R-HSA-9749641; Biological Oxidations R-HSA-211859; Disease R-HSA-1643685; Diseases Of Metabolism R-HSA-5668914; Drug ADME R-HSA-9748784; Glucuronidation R-HSA-156588; Heme Degradation R-HSA-189483; Metabolic Disorders Of Biological Oxidation Enzymes R-HSA-5579029; Metabolism Of Porphyrins R-HSA-189445; Metabolism R-HSA-1430728; Paracetamol ADME R-HSA-9753281; Phase II - Conjugation Of Compounds R-HSA-156580,Ascorbate and aldarate metabolism; Bile secretion; Chemical carcinogenesis; Drug metabolism; Metabolism of xenobiotics by cytochrome P450; Pentose and glucuronate interconversions; Porphyrin and chlorophyll metabolism; Retinol metabolism; Steroid hormone biosynthesis,21
UGT1A4,,,no,True,ENSG00000244474,UDP-glucuronosyltransferase 1A4 (UGT1A4),Endoplasmic reticulum membrane,,,0.101,0.132,470,319,0.382,,Aspirin ADME R-HSA-9749641; Biological Oxidations R-HSA-211859; Disease R-HSA-1643685; Diseases Of Metabolism R-HSA-5668914; Drug ADME R-HSA-9748784; Glucuronidation R-HSA-156588; Heme Degradation R-HSA-189483; Metabolic Disorders Of Biological Oxidation Enzymes R-HSA-5579029; Metabolism Of Porphyrins R-HSA-189445; Metabolism R-HSA-1430728; Phase II - Conjugation Of Compounds R-HSA-156580,Ascorbate and aldarate metabolism; Bile secretion; Chemical carcinogenesis; Drug metabolism; Metabolism of xenobiotics by cytochrome P450; Pentose and glucuronate interconversions; Porphyrin and chlorophyll metabolism; Retinol metabolism; Steroid hormone biosynthesis,20
UGT1A9,,,no,True,ENSG00000241119,UDP-glucuronosyltransferase 1A9 (UGT1A9),Endoplasmic reticulum membrane,,,0.042,0.069,196,167,0.71,,Aspirin ADME R-HSA-9749641; Biological Oxidations R-HSA-211859; Drug ADME R-HSA-9748784; Glucuronidation R-HSA-156588; Metabolism Of Lipids R-HSA-556833; Metabolism R-HSA-1430728; PPARA Activates Gene Expression R-HSA-1989781; Paracetamol ADME R-HSA-9753281; Phase II - Conjugation Of Compounds R-HSA-156580; Regulation Of Lipid Metabolism By PPARalpha R-HSA-400206,Ascorbate and aldarate metabolism; Bile secretion; Chemical carcinogenesis; Drug metabolism; Metabolism of xenobiotics by cytochrome P450; Pentose and glucuronate interconversions; Porphyrin and chlorophyll metabolism; Retinol metabolism; Steroid hormone biosynthesis,19
UGT2B17,,,no,True,ENSG00000197888,UDP-glucuronosyltransferase 2B17 (UDPGT 2B17) (UGT2B17),Endoplasmic reticulum membrane,intestinal crypt stem cell;intestinal crypt stem cell of small intestine;intestinal crypt stem cell of colon;enterocyte;enterocyte of epithelium of large intestine;enterocyte of epithelium of small intestine;enterocyte of epithelium proper of ileum;type L enteroendocrine cell;paneth cell;paneth cell of epithelium of small intestine;M cell of gut;intestinal epithelial cell;epithelial cell of large intestine;epithelial cell of small intestine;transit amplifying cell of colon;transit amplifying cell of small intestine,,0.105,0.092,489,223,-0.192,KRAS Signaling Dn; Pperoxisome,Aspirin ADME R-HSA-9749641; Biological Oxidations R-HSA-211859; Drug ADME R-HSA-9748784; Glucuronidation R-HSA-156588; Metabolism R-HSA-1430728; Phase II - Conjugation Of Compounds R-HSA-156580,Ascorbate and aldarate metabolism; Bile secretion; Chemical carcinogenesis; Drug metabolism; Metabolism of xenobiotics by cytochrome P450; Pentose and glucuronate interconversions; Porphyrin and chlorophyll metabolism; Retinol metabolism; Steroid hormone biosynthesis,17
UGT2B7,,,no,True,ENSG00000171234,UDP-glucuronosyltransferase 2B7 (UDPGT 2B7) (UGT2B7),Endoplasmic reticulum membrane,epithelial cell of proximal tubule;epithelial cell of uterus;kidney loop of Henle thin ascending limb epithelial cell;kidney epithelial cell;parietal epithelial cell;kidney cortex tubule cell;epithelial cell of nephron;kidney loop of Henle thin descending limb epithelial cell;kidney cell,,0.17,0.295,789,714,0.797,,Aspirin ADME R-HSA-9749641; Biological Oxidations R-HSA-211859; Drug ADME R-HSA-9748784; Glucuronidation R-HSA-156588; Metabolism R-HSA-1430728; Phase II - Conjugation Of Compounds R-HSA-156580,Ascorbate and aldarate metabolism; Bile secretion; Chemical carcinogenesis; Drug metabolism; Metabolism of xenobiotics by cytochrome P450; Pentose and glucuronate interconversions; Porphyrin and chlorophyll metabolism; Retinol metabolism; Steroid hormone biosynthesis,15
ULBP2,,,no,True,ENSG00000131015,UL16-binding protein 2 (ALCAN-alpha) (NKG2D ligand 2) (N2DL-2) (NKG2DL2) (Retinoic acid early transcript 1H),Cell membrane,,MHC-I,0.168,0.159,779,385,-0.076,,Metabolism Of Proteins R-HSA-392499; Post-translational Modification: Synthesis Of GPI-anchored Proteins R-HSA-163125; Post-translational Protein Modification R-HSA-597592,Natural killer cell mediated cytotoxicity,4
ULK1,,,no,True,ENSG00000177169,Serine/threonine-protein kinase ULK1,Cytoplasm,,,3.86,2.73,17915,6599,-0.5,,Autophagy R-HSA-9612973; Macroautophagy R-HSA-1632852; Membrane Trafficking R-HSA-199991; Mitophagy R-HSA-5205647; RAB GEFs Exchange GTP For GDP On RABs R-HSA-8876198; Rab Regulation Of Trafficking R-HSA-9007101; Receptor Mediated Mitophagy R-HSA-8934903; Selective Autophagy R-HSA-9663891; TBC/RABGAPs R-HSA-8854214; Vesicle-mediated Transport R-HSA-5653656,AMPK signaling pathway; Alzheimer disease; Amyotrophic lateral sclerosis; Autophagy; Huntington disease; Longevity regulating pathway; Mitophagy; Pathways of neurodegeneration; Spinocerebellar ataxia; mTOR signaling pathway,20
ULK2,,,no,True,ENSG00000083290,Serine/threonine-protein kinase ULK2,Cytoplasmic vesicle membrane,,,0.981,0.82,4553,1981,-0.259,,,Alzheimer disease; Amyotrophic lateral sclerosis; Autophagy; Huntington disease; Pathways of neurodegeneration; Spinocerebellar ataxia; mTOR signaling pathway,7
UMPS,,,no,True,ENSG00000114491,Uridine 5'-monophosphate synthase (UMP synthase),,,,2.074,1.739,9625,4202,-0.254,DNA Repair; IL-2/STAT5 Signaling,Metabolism Of Nucleotides R-HSA-15869; Metabolism R-HSA-1430728; Nucleotide Biosynthesis R-HSA-8956320,Drug metabolism; Pyrimidine metabolism,7
UNC119,,,no,True,ENSG00000109103,Protein unc-119 homolog A (Retinal protein 4) (hRG4),Cytoplasm,ON-bipolar cell;rod bipolar cell;OFF-bipolar cell;neuronal receptor cell;photoreceptor cell;eye photoreceptor cell;retinal cone cell,,1.449,0.948,6724,2292,-0.611,Estrogen Response Early,,,1
UNC13A,,,no,True,ENSG00000130477,Protein unc-13 homolog A (Munc13-1),Cytoplasm,,,0.055,0.048,257,115,-0.219,,,Synaptic vesicle cycle,1
UNC45A,,,no,True,ENSG00000140553,Protein unc-45 homolog A (Unc-45A) (GCUNC-45) (Smooth muscle cell-associated protein 1) (SMAP-1),Cytoplasm,,,3.809,2.487,17676,6010,-0.615,,,,0
UNC5A,,,no,True,ENSG00000113763,Netrin receptor UNC5A (Protein unc-5 homolog 1) (Protein unc-5 homolog A),Cell membrane,,ADGRL;UNC5;Netrin,0.107,0.109,497,264,0.029,,Apoptosis R-HSA-109581; Axon Guidance R-HSA-422475; Caspase Activation Via Dependence Receptors In Absence Of Ligand R-HSA-418889; Caspase Activation Via Extrinsic Apoptotic Signaling Pathway R-HSA-5357769; Developmental Biology R-HSA-1266738; Nervous System Development R-HSA-9675108; Netrin Mediated Repulsion Signals R-HSA-418886; Netrin-1 Signaling R-HSA-373752; Programmed Cell Death R-HSA-5357801,Axon guidance,10
UNG,,,no,True,ENSG00000076248,Uracil-DNA glycosylase (UDG),Nucleus,,,1.5,1.234,6962,2983,-0.281,E2F Targets; Myc Targets V2; mTORC1 Signaling,"Base Excision Repair R-HSA-73884; Base-Excision Repair, AP Site Formation R-HSA-73929; Cleavage Of Damaged Pyrimidine R-HSA-110329; DNA Repair R-HSA-73894; Displacement Of DNA Glycosylase By APEX1 R-HSA-110357; Resolution Of Abasic Sites (AP Sites) R-HSA-73933",Base excision repair; Primary immunodeficiency,11
UPF1,,,no,True,ENSG00000005007,Regulator of nonsense transcripts 1,Cytoplasm,,,8.998,6.06,41759,14647,-0.57,G2-M Checkpoint,Metabolism Of RNA R-HSA-8953854; Nonsense Mediated Decay (NMD) Enhanced By Exon Junction Complex (EJC) R-HSA-975957; Nonsense Mediated Decay (NMD) Independent Of Exon Junction Complex (EJC) R-HSA-975956,RNA transport; mRNA surveillance pathway,6
UPK1A,,,no,True,ENSG00000105668,Uroplakin-1a (UP1a) (Tetraspanin-21) (Tspan-21) (Uroplakin Ia) (UPIa) (UPKa),Membrane,taste receptor cell;urothelial cell;bladder urothelial cell;bladder cell,,0.046,0.082,213,199,0.843,,,,0
UPK2,,,no,True,ENSG00000110375,Uroplakin-2 (UP2) (Uroplakin II) (UPII),Cell membrane,taste receptor cell,,0.025,,114,0,,,,,0
UPK3A,,,no,True,ENSG00000100373,Uroplakin-3a (UP3a) (Uroplakin III) (UPIII),Endoplasmic reticulum membrane,pancreatic A cell;taste receptor cell;bladder urothelial cell;neural progenitor cell,,0.107,0.1,496,241,-0.1,,,Bladder cancer,1
UPK3B,,,no,True,ENSG00000243566,Uroplakin-3b (UP3b) (Uroplakin IIIb) (UPIIIb) (p35),Cell membrane,mesothelial cell;mesothelial cell of pleura;mesothelial cell of visceral pleura;type I pneumocyte;ovarian surface epithelial cell,,0.154,0.044,715,106,-1.813,KRAS Signaling Dn,,,1
UQCC1,,,no,True,ENSG00000101019,Ubiquinol-cytochrome-c reductase complex assembly factor 1 (Basic FGF-repressed Zic-binding protein) (bFGF-repressed Zic-binding protein) (bFZb) (Ubiquinol-cytochrome c reductase complex chaperone CBP3 homolog),Mitochondrion inner membrane,,,2.441,2.373,11329,5736,-0.041,,,,0
UQCC3,,,no,True,ENSG00000204922,Ubiquinol-cytochrome-c reductase complex assembly factor 3 (Assembly factor CBP4 homolog),Mitochondrion inner membrane,,,1.868,1.481,8669,3580,-0.335,,,,0
URB1,,,no,True,ENSG00000142207,Nucleolar pre-ribosomal-associated protein 1 (Nucleolar protein 254 kDa) (URB1 ribosome biogenesis 1 homolog),Nucleus,,,2.378,2.062,11037,4984,-0.206,,,,0
URGCP,,,no,True,ENSG00000106608,Up-regulator of cell proliferation (HBV X protein up-regulated gene 4 protein) (HBxAg up-regulated gene 4 protein),Cytoplasm,,,2.671,1.947,12395,4705,-0.456,,,,0
USF1,,,no,True,ENSG00000158773,Upstream stimulatory factor 1 (Class B basic helix-loop-helix protein 11) (bHLHb11) (Major late transcription factor 1),Nucleus,,,2.307,1.494,10706,3612,-0.626,,ESR-mediated Signaling R-HSA-8939211; Estrogen-dependent Gene Expression R-HSA-9018519; Signal Transduction R-HSA-162582; Signaling By Nuclear Receptors R-HSA-9006931,,4
USP10,,,no,True,ENSG00000103194,Ubiquitin carboxyl-terminal hydrolase 10,Cytoplasm,,,5.451,4.59,25296,11094,-0.248,,,,0
USP11,,,no,True,ENSG00000102226,Ubiquitin carboxyl-terminal hydrolase 11,Nucleus,rod bipolar cell,,8.013,5.548,37186,13410,-0.53,Coagulation; DNA Repair,Association Of TriC/CCT With Target Proteins During Biosynthesis R-HSA-390471; Chaperonin-mediated Protein Folding R-HSA-390466; Deubiquitination R-HSA-5688426; Metabolism Of Proteins R-HSA-392499; Post-translational Protein Modification R-HSA-597592; Protein Folding R-HSA-391251; Ub-specific Processing Proteases R-HSA-5689880,,9
USP27X,,,no,True,ENSG00000273820,Ubiquitin carboxyl-terminal hydrolase 27,Cytoplasm,,,0.644,0.477,2987,1152,-0.433,,,,0
USP29,,,no,True,ENSG00000131864,Ubiquitin carboxyl-terminal hydrolase 29,Cytoplasm,,,0.046,0.073,212,177,0.681,,,,0
USP32,,,no,True,ENSG00000170832,Ubiquitin carboxyl-terminal hydrolase 32,Golgi apparatus membrane,enucleate erythrocyte,,3.342,3.405,15512,8229,0.027,,DNA Damage Bypass R-HSA-73893; DNA Repair R-HSA-73894; Deubiquitination R-HSA-5688426; Metabolism Of Proteins R-HSA-392499; Post-translational Protein Modification R-HSA-597592; Termination Of Translesion DNA Synthesis R-HSA-5656169; Translesion Synthesis By Y Family DNA Polymerases Bypasses Lesions On DNA Template R-HSA-110313; Ub-specific Processing Proteases R-HSA-5689880,,8
USP36,,,no,True,ENSG00000055483,Ubiquitin carboxyl-terminal hydrolase 36,Nucleus,,,4.832,3.821,22427,9234,-0.339,,,,0
USP38,,,no,True,ENSG00000170185,Ubiquitin carboxyl-terminal hydrolase 38,Cytoplasm,,,2.738,1.987,12705,4803,-0.462,,,,0
USP5,,,no,True,ENSG00000111667,Ubiquitin carboxyl-terminal hydrolase 5,,,,6.249,3.684,28999,8903,-0.762,,Deubiquitination R-HSA-5688426; Metabolism Of Proteins R-HSA-392499; Post-translational Protein Modification R-HSA-597592; Protein Ubiquitination R-HSA-8852135; Synthesis Of Active Ubiquitin: Roles Of E1 And E2 Enzymes R-HSA-8866652; Ub-specific Processing Proteases R-HSA-5689880,,6
USP6,,,no,True,ENSG00000129204,Ubiquitin carboxyl-terminal hydrolase 6,Cell membrane;Cytoplasm;Endosome,,,0.246,0.274,1140,663,0.159,,,,0
USP7,,,no,True,ENSG00000187555,Ubiquitin carboxyl-terminal hydrolase 7,Nucleus,,,6.556,5.951,30424,14382,-0.14,,DNA Repair R-HSA-73894; Deubiquitination R-HSA-5688426; Dual Incision In TC-NER R-HSA-6782135; Formation Of TC-NER Pre-Incision Complex R-HSA-6781823; Gap-filling DNA Repair Synthesis And Ligation In TC-NER R-HSA-6782210; Gene Expression (Transcription) R-HSA-74160; Generic Transcription Pathway R-HSA-212436; Intracellular Signaling By Second Messengers R-HSA-9006925; Metabolism Of Proteins R-HSA-392499; Nucleotide Excision Repair R-HSA-5696398; PIP3 Activates AKT Signaling R-HSA-1257604; PTEN Regulation R-HSA-6807070; Post-translational Protein Modification R-HSA-597592; Protein Ubiquitination R-HSA-8852135; RNA Polymerase II Transcription R-HSA-73857; Regulation Of PTEN Localization R-HSA-8948747; Regulation Of TP53 Activity R-HSA-5633007; Regulation Of TP53 Degradation R-HSA-6804757; Regulation Of TP53 Expression And Degradation R-HSA-6806003; Signal Transduction R-HSA-162582; Synthesis Of Active Ubiquitin: Roles Of E1 And E2 Enzymes R-HSA-8866652; Transcription-Coupled Nucleotide Excision Repair (TC-NER) R-HSA-6781827; Transcriptional Regulation By TP53 R-HSA-3700989; Ub-specific Processing Proteases R-HSA-5689880,Epstein-Barr virus infection; FoxO signaling pathway; Viral carcinogenesis,27
UTP23,,,no,True,ENSG00000147679,rRNA-processing protein UTP23 homolog,Nucleus,,,1.706,2.008,7918,4852,0.235,,,,0
UTS2,,,no,True,ENSG00000049247,Urotensin-2 (Urotensin II) (U-II) (UII),Secreted,mast cell,UTS2,0.05,0.081,234,195,0.678,,Class A/1 (Rhodopsin-like Receptors) R-HSA-373076; G Alpha (Q) Signaling Events R-HSA-416476; GPCR Downstream Signaling R-HSA-388396; GPCR Ligand Binding R-HSA-500792; Peptide Ligand-Binding Receptors R-HSA-375276; Signal Transduction R-HSA-162582; Signaling By GPCR R-HSA-372790,Neuroactive ligand-receptor interaction,8
VAPB,,,no,True,ENSG00000124164,Vesicle-associated membrane protein-associated protein B/C (VAMP-B/VAMP-C) (VAMP-associated protein B/C) (VAP-B/VAP-C),Endoplasmic reticulum membrane,,,2.021,1.7,9379,4109,-0.249,,"Metabolism Of Lipids R-HSA-556833; Metabolism R-HSA-1430728; RAC2 GTPase Cycle R-HSA-9013404; RHO GTPase Cycle R-HSA-9012999; RHOA GTPase Cycle R-HSA-8980692; RHOC GTPase Cycle R-HSA-9013106; RHOD GTPase Cycle R-HSA-9013405; RHOG GTPase Cycle R-HSA-9013408; Signal Transduction R-HSA-162582; Signaling By Rho GTPases R-HSA-194315; Signaling By Rho GTPases, Miro GTPases And RHOBTB3 R-HSA-9716542; Sphingolipid De Novo Biosynthesis R-HSA-1660661; Sphingolipid Metabolism R-HSA-428157",Amyotrophic lateral sclerosis; Cholesterol metabolism; Pathways of neurodegeneration,16
VAV1,,,no,True,ENSG00000141968,Proto-oncogene vav,,,,7.414,5.81,34409,14041,-0.352,,"Adaptive Immune System R-HSA-1280218; Antigen Activates B Cell Receptor Leading To Second Messenger Generation R-HSA-983695; Azathioprine ADME R-HSA-9748787; CD28 Co-Stimulation R-HSA-389356; CD28 Dependent Vav1 Pathway R-HSA-389359; Cell Death Signaling Via NRAGE, NRIF And NADE R-HSA-204998; Constitutive Signaling By Aberrant PI3K In Cancer R-HSA-2219530; Costimulation By CD28 Family R-HSA-388841; Cytokine Signaling In Immune System R-HSA-1280215; Death Receptor Signaling R-HSA-73887; Disease R-HSA-1643685; Diseases Of Signal Transduction By Growth Factor Receptors And Second Messengers R-HSA-5663202; Drug ADME R-HSA-9748784; Erythropoietin Activates RAS R-HSA-9027284; FCERI Mediated Ca+2 Mobilization R-HSA-2871809; FCERI Mediated MAPK Activation R-HSA-2871796; FCGR3A-mediated Phagocytosis R-HSA-9664422; Fc Epsilon Receptor (FCERI) Signaling R-HSA-2454202; Fcgamma Receptor (FCGR) Dependent Phagocytosis R-HSA-2029480; G Alpha (12/13) Signaling Events R-HSA-416482; GPCR Downstream Signaling R-HSA-388396; GPVI-mediated Activation Cascade R-HSA-114604; Hemostasis R-HSA-109582; Immune System R-HSA-168256; Infectious Disease R-HSA-5663205; Innate Immune System R-HSA-168249; Interleukin-3, Interleukin-5 And GM-CSF Signaling R-HSA-512988; Intracellular Signaling By Second Messengers R-HSA-9006925; Leishmania Infection R-HSA-9658195; NRAGE Signals Death Thru JNK R-HSA-193648; Negative Regulation Of PI3K/AKT Network R-HSA-199418; P75 NTR Receptor-Mediated Signaling R-HSA-193704; PI3K/AKT Signaling In Cancer R-HSA-2219528; PI5P, PP2A And IER3 Regulate PI3K/AKT Signaling R-HSA-6811558; PIP3 Activates AKT Signaling R-HSA-1257604; Platelet Activation, Signaling And Aggregation R-HSA-76002; Potential Therapeutics For SARS R-HSA-9679191; RAC1 GTPase Cycle R-HSA-9013149; RAC2 GTPase Cycle R-HSA-9013404; RHO GTPase Cycle R-HSA-9012999; RHOA GTPase Cycle R-HSA-8980692; RHOG GTPase Cycle R-HSA-9013408; Regulation Of Actin Dynamics For Phagocytic Cup Formation R-HSA-2029482; Regulation Of Signaling By CBL R-HSA-912631; SARS-CoV Infections R-HSA-9679506; Signal Transduction R-HSA-162582; Signaling By B Cell Receptor (BCR) R-HSA-983705; Signaling By Erythropoietin R-HSA-9006335; Signaling By GPCR R-HSA-372790; Signaling By Interleukins R-HSA-449147; Signaling By Receptor Tyrosine Kinases R-HSA-9006934; Signaling By Rho GTPases R-HSA-194315; Signaling By Rho GTPases, Miro GTPases And RHOBTB3 R-HSA-9716542; Signaling By SCF-KIT R-HSA-1433557; Signaling By VEGF R-HSA-194138; VEGFA-VEGFR2 Pathway R-HSA-4420097; VEGFR2 Mediated Vascular Permeability R-HSA-5218920",B cell receptor signaling pathway; Chemokine signaling pathway; Fc epsilon RI signaling pathway; Fc gamma R-mediated phagocytosis; Focal adhesion; Leukocyte transendothelial migration; Lipid and atherosclerosis; Natural killer cell mediated cytotoxicity; Proteoglycans in cancer; Rap1 signaling pathway; Regulation of actin cytoskeleton; T cell receptor signaling pathway; Yersinia infection; cAMP signaling pathway,71
